Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
|    policy_gradient_loss | -0.00165      |
|    value_loss           | 1.53e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 39.7         |
|    ep_rew_mean          | -98.1        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 339          |
|    time_elapsed         | 1534         |
|    total_timesteps      | 694272       |
| train/                  |              |
|    approx_kl            | 0.0011083445 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.943       |
|    explained_variance   | 0.307        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.89e+03     |
|    n_updates            | 3380         |
|    policy_gradient_loss | -0.00189     |
|    value_loss           | 1.23e+04     |
------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 18          |
| rollout/                |             |
|    ep_len_mean          | 39          |
|    ep_rew_mean          | -124        |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 340         |
|    time_elapsed         | 1539        |
|    total_timesteps      | 696320      |
| train/                  |             |
|    approx_kl            | 0.000597036 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.937      |
|    explained_variance   | 0.181       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.61e+03    |
|    n_updates            | 3390        |
|    policy_gradient_loss | -0.0016     |
|    value_loss           | 1.52e+04    |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 12           |
| rollout/                |              |
|    ep_len_mean          | 39           |
|    ep_rew_mean          | -160         |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 341          |
|    time_elapsed         | 1543         |
|    total_timesteps      | 698368       |
| train/                  |              |
|    approx_kl            | 0.0017594197 |
|    clip_fraction        | 0.00581      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.951       |
|    explained_variance   | -0.0546      |
|    learning_rate        | 0.0003       |
|    loss                 | 5.95e+03     |
|    n_updates            | 3400         |
|    policy_gradient_loss | -0.00362     |
|    value_loss           | 1.18e+04     |
------------------------------------------
[HB] 700000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 18            |
| rollout/                |               |
|    ep_len_mean          | 38.9          |
|    ep_rew_mean          | -124          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 342           |
|    time_elapsed         | 1548          |
|    total_timesteps      | 700416        |
| train/                  |               |
|    approx_kl            | 0.00039908456 |
|    clip_fraction        | 0.000146      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.942        |
|    explained_variance   | 0.099         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.78e+03      |
|    n_updates            | 3410          |
|    policy_gradient_loss | -0.00144      |
|    value_loss           | 1.19e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -84.9        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 343          |
|    time_elapsed         | 1552         |
|    total_timesteps      | 702464       |
| train/                  |              |
|    approx_kl            | 0.0032059238 |
|    clip_fraction        | 0.00742      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.949       |
|    explained_variance   | 0.323        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.68e+03     |
|    n_updates            | 3420         |
|    policy_gradient_loss | -0.00446     |
|    value_loss           | 8.55e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 37.8          |
|    ep_rew_mean          | -41           |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 344           |
|    time_elapsed         | 1557          |
|    total_timesteps      | 704512        |
| train/                  |               |
|    approx_kl            | 0.00080776133 |
|    clip_fraction        | 0.000146      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.918        |
|    explained_variance   | 0.0989        |
|    learning_rate        | 0.0003        |
|    loss                 | 2.53e+03      |
|    n_updates            | 3430          |
|    policy_gradient_loss | -0.00186      |
|    value_loss           | 9.45e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 18            |
| rollout/                |               |
|    ep_len_mean          | 38.5          |
|    ep_rew_mean          | -63.9         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 345           |
|    time_elapsed         | 1561          |
|    total_timesteps      | 706560        |
| train/                  |               |
|    approx_kl            | 0.00010587786 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.942        |
|    explained_variance   | 0.273         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.36e+03      |
|    n_updates            | 3440          |
|    policy_gradient_loss | -0.00115      |
|    value_loss           | 9.62e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 38.7          |
|    ep_rew_mean          | -105          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 346           |
|    time_elapsed         | 1566          |
|    total_timesteps      | 708608        |
| train/                  |               |
|    approx_kl            | 0.00081738306 |
|    clip_fraction        | 9.77e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.945        |
|    explained_variance   | 0.138         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.6e+03       |
|    n_updates            | 3450          |
|    policy_gradient_loss | -0.0018       |
|    value_loss           | 1.06e+04      |
-------------------------------------------
[HB] 710000 steps...
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 15          |
| rollout/                |             |
|    ep_len_mean          | 38.8        |
|    ep_rew_mean          | -88         |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 347         |
|    time_elapsed         | 1571        |
|    total_timesteps      | 710656      |
| train/                  |             |
|    approx_kl            | 9.57904e-05 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.946      |
|    explained_variance   | 0.153       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.76e+03    |
|    n_updates            | 3460        |
|    policy_gradient_loss | -0.000811   |
|    value_loss           | 1.59e+04    |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 11           |
| rollout/                |              |
|    ep_len_mean          | 38.7         |
|    ep_rew_mean          | -53.1        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 348          |
|    time_elapsed         | 1575         |
|    total_timesteps      | 712704       |
| train/                  |              |
|    approx_kl            | 0.0004194175 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.944       |
|    explained_variance   | 0.164        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.48e+03     |
|    n_updates            | 3470         |
|    policy_gradient_loss | -0.00131     |
|    value_loss           | 1.03e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 39.3         |
|    ep_rew_mean          | -103         |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 349          |
|    time_elapsed         | 1580         |
|    total_timesteps      | 714752       |
| train/                  |              |
|    approx_kl            | 0.0009060612 |
|    clip_fraction        | 0.000537     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.927       |
|    explained_variance   | 0.202        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.44e+03     |
|    n_updates            | 3480         |
|    policy_gradient_loss | -0.00214     |
|    value_loss           | 1.08e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 20            |
| rollout/                |               |
|    ep_len_mean          | 39.2          |
|    ep_rew_mean          | -83.6         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 350           |
|    time_elapsed         | 1584          |
|    total_timesteps      | 716800        |
| train/                  |               |
|    approx_kl            | 0.00035558478 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.949        |
|    explained_variance   | 0.247         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.42e+03      |
|    n_updates            | 3490          |
|    policy_gradient_loss | -0.00141      |
|    value_loss           | 1.28e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -78.2        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 351          |
|    time_elapsed         | 1589         |
|    total_timesteps      | 718848       |
| train/                  |              |
|    approx_kl            | 0.0011565008 |
|    clip_fraction        | 0.00103      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.933       |
|    explained_variance   | 0.0971       |
|    learning_rate        | 0.0003       |
|    loss                 | 3.07e+03     |
|    n_updates            | 3500         |
|    policy_gradient_loss | -0.00189     |
|    value_loss           | 9.39e+03     |
------------------------------------------
[HB] 720000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 13            |
| rollout/                |               |
|    ep_len_mean          | 39.1          |
|    ep_rew_mean          | -139          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 352           |
|    time_elapsed         | 1593          |
|    total_timesteps      | 720896        |
| train/                  |               |
|    approx_kl            | 0.00019493524 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.934        |
|    explained_variance   | 0.274         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.85e+03      |
|    n_updates            | 3510          |
|    policy_gradient_loss | -0.00124      |
|    value_loss           | 9.61e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 9             |
| rollout/                |               |
|    ep_len_mean          | 39.6          |
|    ep_rew_mean          | -104          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 353           |
|    time_elapsed         | 1598          |
|    total_timesteps      | 722944        |
| train/                  |               |
|    approx_kl            | 0.00024594401 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.925        |
|    explained_variance   | 0.15          |
|    learning_rate        | 0.0003        |
|    loss                 | 4.64e+03      |
|    n_updates            | 3520          |
|    policy_gradient_loss | -0.00118      |
|    value_loss           | 1.35e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 17            |
| rollout/                |               |
|    ep_len_mean          | 39.3          |
|    ep_rew_mean          | -62.1         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 354           |
|    time_elapsed         | 1603          |
|    total_timesteps      | 724992        |
| train/                  |               |
|    approx_kl            | 0.00017291281 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.945        |
|    explained_variance   | 0.122         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.94e+03      |
|    n_updates            | 3530          |
|    policy_gradient_loss | -0.00144      |
|    value_loss           | 1.03e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 39.6          |
|    ep_rew_mean          | -91.5         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 355           |
|    time_elapsed         | 1607          |
|    total_timesteps      | 727040        |
| train/                  |               |
|    approx_kl            | 0.00021178459 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.925        |
|    explained_variance   | 0.0886        |
|    learning_rate        | 0.0003        |
|    loss                 | 3.28e+03      |
|    n_updates            | 3540          |
|    policy_gradient_loss | -0.0014       |
|    value_loss           | 1.15e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 18           |
| rollout/                |              |
|    ep_len_mean          | 40           |
|    ep_rew_mean          | -86          |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 356          |
|    time_elapsed         | 1612         |
|    total_timesteps      | 729088       |
| train/                  |              |
|    approx_kl            | 9.874988e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.924       |
|    explained_variance   | 0.197        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.56e+03     |
|    n_updates            | 3550         |
|    policy_gradient_loss | -0.00111     |
|    value_loss           | 1.06e+04     |
------------------------------------------
[HB] 730000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 16            |
| rollout/                |               |
|    ep_len_mean          | 41            |
|    ep_rew_mean          | -97.3         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 357           |
|    time_elapsed         | 1616          |
|    total_timesteps      | 731136        |
| train/                  |               |
|    approx_kl            | 0.00078617316 |
|    clip_fraction        | 0.000293      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.94         |
|    explained_variance   | 0.112         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.98e+03      |
|    n_updates            | 3560          |
|    policy_gradient_loss | -0.00147      |
|    value_loss           | 1.25e+04      |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 16          |
| rollout/                |             |
|    ep_len_mean          | 41.1        |
|    ep_rew_mean          | -113        |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 358         |
|    time_elapsed         | 1621        |
|    total_timesteps      | 733184      |
| train/                  |             |
|    approx_kl            | 9.98334e-05 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.955      |
|    explained_variance   | 0.239       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.93e+03    |
|    n_updates            | 3570        |
|    policy_gradient_loss | -0.000837   |
|    value_loss           | 1.72e+04    |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 17            |
| rollout/                |               |
|    ep_len_mean          | 40.5          |
|    ep_rew_mean          | -93.2         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 359           |
|    time_elapsed         | 1625          |
|    total_timesteps      | 735232        |
| train/                  |               |
|    approx_kl            | 0.00093370955 |
|    clip_fraction        | 4.88e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.945        |
|    explained_variance   | 0.249         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.44e+03      |
|    n_updates            | 3580          |
|    policy_gradient_loss | -0.00151      |
|    value_loss           | 9.96e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 39.2          |
|    ep_rew_mean          | -88.3         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 360           |
|    time_elapsed         | 1630          |
|    total_timesteps      | 737280        |
| train/                  |               |
|    approx_kl            | 0.00020203859 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.944        |
|    explained_variance   | 0.293         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.6e+03       |
|    n_updates            | 3590          |
|    policy_gradient_loss | -0.00106      |
|    value_loss           | 1.06e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 10            |
| rollout/                |               |
|    ep_len_mean          | 38.3          |
|    ep_rew_mean          | -88.8         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 361           |
|    time_elapsed         | 1634          |
|    total_timesteps      | 739328        |
| train/                  |               |
|    approx_kl            | 0.00012971397 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.937        |
|    explained_variance   | 0.1           |
|    learning_rate        | 0.0003        |
|    loss                 | 4.42e+03      |
|    n_updates            | 3600          |
|    policy_gradient_loss | -0.000762     |
|    value_loss           | 1.09e+04      |
-------------------------------------------
[HB] 740000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 21            |
| rollout/                |               |
|    ep_len_mean          | 40.1          |
|    ep_rew_mean          | -97.7         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 362           |
|    time_elapsed         | 1639          |
|    total_timesteps      | 741376        |
| train/                  |               |
|    approx_kl            | 0.00084758573 |
|    clip_fraction        | 9.77e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.94         |
|    explained_variance   | 0.163         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.33e+03      |
|    n_updates            | 3610          |
|    policy_gradient_loss | -0.00204      |
|    value_loss           | 8.11e+03      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 41           |
|    ep_rew_mean          | -134         |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 363          |
|    time_elapsed         | 1644         |
|    total_timesteps      | 743424       |
| train/                  |              |
|    approx_kl            | 0.0012177003 |
|    clip_fraction        | 0.00161      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.931       |
|    explained_variance   | 0.239        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.22e+03     |
|    n_updates            | 3620         |
|    policy_gradient_loss | -0.00235     |
|    value_loss           | 1.18e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 40.4         |
|    ep_rew_mean          | -128         |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 364          |
|    time_elapsed         | 1648         |
|    total_timesteps      | 745472       |
| train/                  |              |
|    approx_kl            | 0.0016752871 |
|    clip_fraction        | 0.00166      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.935       |
|    explained_variance   | 0.297        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.95e+03     |
|    n_updates            | 3630         |
|    policy_gradient_loss | -0.00284     |
|    value_loss           | 1.13e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 13            |
| rollout/                |               |
|    ep_len_mean          | 39.2          |
|    ep_rew_mean          | -98.5         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 365           |
|    time_elapsed         | 1653          |
|    total_timesteps      | 747520        |
| train/                  |               |
|    approx_kl            | 0.00015340431 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.954        |
|    explained_variance   | 0.0538        |
|    learning_rate        | 0.0003        |
|    loss                 | 3.35e+03      |
|    n_updates            | 3640          |
|    policy_gradient_loss | -0.00129      |
|    value_loss           | 8.59e+03      |
-------------------------------------------
--------------------------------------------
| custom/                 |                |
|    max_turn_per_episode | 14             |
| rollout/                |                |
|    ep_len_mean          | 39.4           |
|    ep_rew_mean          | -137           |
| time/                   |                |
|    fps                  | 452            |
|    iterations           | 366            |
|    time_elapsed         | 1657           |
|    total_timesteps      | 749568         |
| train/                  |                |
|    approx_kl            | 0.000107062704 |
|    clip_fraction        | 0              |
|    clip_range           | 0.2            |
|    entropy_loss         | -0.942         |
|    explained_variance   | 0.174          |
|    learning_rate        | 0.0003         |
|    loss                 | 5e+03          |
|    n_updates            | 3650           |
|    policy_gradient_loss | -0.00102       |
|    value_loss           | 1.44e+04       |
--------------------------------------------
[HB] 750000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 39.1          |
|    ep_rew_mean          | -103          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 367           |
|    time_elapsed         | 1662          |
|    total_timesteps      | 751616        |
| train/                  |               |
|    approx_kl            | 0.00074131816 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.948        |
|    explained_variance   | 0.225         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.64e+03      |
|    n_updates            | 3660          |
|    policy_gradient_loss | -0.00183      |
|    value_loss           | 1.53e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 18           |
| rollout/                |              |
|    ep_len_mean          | 38.2         |
|    ep_rew_mean          | -36.4        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 368          |
|    time_elapsed         | 1666         |
|    total_timesteps      | 753664       |
| train/                  |              |
|    approx_kl            | 9.554583e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.958       |
|    explained_variance   | 0.145        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.1e+03      |
|    n_updates            | 3670         |
|    policy_gradient_loss | -0.00113     |
|    value_loss           | 1.13e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 23           |
| rollout/                |              |
|    ep_len_mean          | 38.6         |
|    ep_rew_mean          | -93.1        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 369          |
|    time_elapsed         | 1671         |
|    total_timesteps      | 755712       |
| train/                  |              |
|    approx_kl            | 0.0029940335 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.947       |
|    explained_variance   | 0.175        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.21e+03     |
|    n_updates            | 3680         |
|    policy_gradient_loss | -0.00403     |
|    value_loss           | 1.04e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 15            |
| rollout/                |               |
|    ep_len_mean          | 39.9          |
|    ep_rew_mean          | -152          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 370           |
|    time_elapsed         | 1675          |
|    total_timesteps      | 757760        |
| train/                  |               |
|    approx_kl            | 0.00012689887 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.908        |
|    explained_variance   | 0.353         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.95e+03      |
|    n_updates            | 3690          |
|    policy_gradient_loss | -0.00115      |
|    value_loss           | 1.19e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 16            |
| rollout/                |               |
|    ep_len_mean          | 40.4          |
|    ep_rew_mean          | -73.2         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 371           |
|    time_elapsed         | 1680          |
|    total_timesteps      | 759808        |
| train/                  |               |
|    approx_kl            | 0.00037000538 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.925        |
|    explained_variance   | 0.277         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.39e+03      |
|    n_updates            | 3700          |
|    policy_gradient_loss | -0.00148      |
|    value_loss           | 1.74e+04      |
-------------------------------------------
[HB] 760000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 18            |
| rollout/                |               |
|    ep_len_mean          | 39            |
|    ep_rew_mean          | 4.77          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 372           |
|    time_elapsed         | 1684          |
|    total_timesteps      | 761856        |
| train/                  |               |
|    approx_kl            | 0.00037096435 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.905        |
|    explained_variance   | 0.136         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.1e+03       |
|    n_updates            | 3710          |
|    policy_gradient_loss | -0.00128      |
|    value_loss           | 1.06e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 16            |
| rollout/                |               |
|    ep_len_mean          | 40            |
|    ep_rew_mean          | -75.2         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 373           |
|    time_elapsed         | 1689          |
|    total_timesteps      | 763904        |
| train/                  |               |
|    approx_kl            | 0.00023649244 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.911        |
|    explained_variance   | 0.168         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.78e+03      |
|    n_updates            | 3720          |
|    policy_gradient_loss | -0.0016       |
|    value_loss           | 8.93e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 11            |
| rollout/                |               |
|    ep_len_mean          | 40.4          |
|    ep_rew_mean          | -95.9         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 374           |
|    time_elapsed         | 1693          |
|    total_timesteps      | 765952        |
| train/                  |               |
|    approx_kl            | 0.00043466297 |
|    clip_fraction        | 4.88e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.921        |
|    explained_variance   | 0.16          |
|    learning_rate        | 0.0003        |
|    loss                 | 6.61e+03      |
|    n_updates            | 3730          |
|    policy_gradient_loss | -0.00122      |
|    value_loss           | 1.31e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 39.2         |
|    ep_rew_mean          | -72          |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 375          |
|    time_elapsed         | 1698         |
|    total_timesteps      | 768000       |
| train/                  |              |
|    approx_kl            | 0.0005017505 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.91        |
|    explained_variance   | 0.139        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.88e+03     |
|    n_updates            | 3740         |
|    policy_gradient_loss | -0.00146     |
|    value_loss           | 1.15e+04     |
------------------------------------------
[HB] 770000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 19            |
| rollout/                |               |
|    ep_len_mean          | 39.7          |
|    ep_rew_mean          | -100          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 376           |
|    time_elapsed         | 1702          |
|    total_timesteps      | 770048        |
| train/                  |               |
|    approx_kl            | 0.00044411366 |
|    clip_fraction        | 0.000391      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.929        |
|    explained_variance   | 0.24          |
|    learning_rate        | 0.0003        |
|    loss                 | 4.03e+03      |
|    n_updates            | 3750          |
|    policy_gradient_loss | -0.0016       |
|    value_loss           | 1.02e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 40.2          |
|    ep_rew_mean          | -117          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 377           |
|    time_elapsed         | 1707          |
|    total_timesteps      | 772096        |
| train/                  |               |
|    approx_kl            | 0.00017632756 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.94         |
|    explained_variance   | 0.229         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.94e+03      |
|    n_updates            | 3760          |
|    policy_gradient_loss | -0.00147      |
|    value_loss           | 1.13e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 40.5         |
|    ep_rew_mean          | -76.2        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 378          |
|    time_elapsed         | 1711         |
|    total_timesteps      | 774144       |
| train/                  |              |
|    approx_kl            | 9.454678e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.945       |
|    explained_variance   | 0.275        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.63e+03     |
|    n_updates            | 3770         |
|    policy_gradient_loss | -0.00108     |
|    value_loss           | 1.16e+04     |
------------------------------------------
----------------------------------------
| custom/                 |            |
|    max_turn_per_episode | 23         |
| rollout/                |            |
|    ep_len_mean          | 39.7       |
|    ep_rew_mean          | -49.8      |
| time/                   |            |
|    fps                  | 452        |
|    iterations           | 379        |
|    time_elapsed         | 1716       |
|    total_timesteps      | 776192     |
| train/                  |            |
|    approx_kl            | 0.00078803 |
|    clip_fraction        | 0          |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.944     |
|    explained_variance   | 0.139      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.11e+03   |
|    n_updates            | 3780       |
|    policy_gradient_loss | -0.00171   |
|    value_loss           | 8.82e+03   |
----------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 39.6          |
|    ep_rew_mean          | -47.6         |
